individual_id,household_id,age,gender,education,employment,income
I00291722,H0062876,14,F,Less than HS,Employed,190359
I00291723,H0028562,34,F,Doctorate,Unemployed,386113
I00291724,H0086926,68,F,Masters,Self-Employed,84186
I00291725,H0012386,28,F,Less than HS,Student,189824
I00291726,H0052894,87,F,HS Diploma,Retired,328087
I00291727,H0038598,3,F,HS Diploma,Self-Employed,116165
I00291728,H0001121,30,M,Less than HS,Self-Employed,358521
I00291729,H0062352,2,F,Some College,Student,420876
I00291730,H0037858,95,M,Doctorate,Employed,380393
I00291731,H0072161,12,M,Less than HS,Employed,13123
I00291732,H0097312,23,M,Some College,Employed,68589
I00291733,H0080953,37,F,Less than HS,Self-Employed,296020
I00291734,H0052402,22,F,Less than HS,Self-Employed,272492
I00291735,H0080112,92,F,Bachelors,Retired,121875
I00291736,H0034000,88,F,Some College,Retired,218664
I00291737,H0020184,25,F,Less than HS,Self-Employed,194553
I00291738,H0051883,20,F,Bachelors,Employed,146339
I00291739,H0050902,56,M,Less than HS,Student,273067
I00291740,H0032409,13,M,Some College,Student,39489
I00291741,H0062821,84,M,HS Diploma,Student,70873
I00291742,H0087725,3,M,Doctorate,Student,302851
I00291743,H0091175,45,M,HS Diploma,Self-Employed,401618
I00291744,H0031724,35,F,Masters,Retired,412144
I00291745,H0093590,58,M,Doctorate,Employed,331673
I00291746,H0007300,38,F,Less than HS,Self-Employed,493449
I00291747,H0011931,13,M,HS Diploma,Unemployed,126073
I00291748,H0053180,99,M,Bachelors,Employed,81902
I00291749,H0028731,87,M,Less than HS,Retired,145313
I00291750,H0024890,64,M,Less than HS,Retired,323689
I00291751,H0001934,2,M,Doctorate,Self-Employed,29370
I00291752,H0073936,17,M,Bachelors,Unemployed,243781
I00291753,H0040129,78,F,Doctorate,Employed,207213
I00291754,H0023930,61,F,Masters,Retired,95466
I00291755,H0057759,44,F,Doctorate,Retired,161753
I00291756,H0067720,65,F,HS Diploma,Employed,194827
I00291757,H0037624,39,M,HS Diploma,Unemployed,51232
I00291758,H0067132,11,F,Less than HS,Student,426921
I00291759,H0098511,80,M,Less than HS,Unemployed,296249
I00291760,H0054161,15,F,Masters,Retired,375745
I00291761,H0023944,29,F,Doctorate,Retired,113353
I00291762,H0036646,88,M,Less than HS,Unemployed,242670
I00291763,H0004282,6,F,Masters,Employed,141223
I00291764,H0042164,92,F,Some College,Self-Employed,113343
I00291765,H0062510,11,M,HS Diploma,Employed,452427
I00291766,H0081672,60,M,Some College,Student,418031
I00291767,H0044572,44,F,HS Diploma,Self-Employed,146103
I00291768,H0013321,86,F,Some College,Employed,252281
I00291769,H0076467,82,M,Some College,Student,120153
I00291770,H0002946,99,F,HS Diploma,Employed,402425
I00291771,H0008547,91,M,Masters,Retired,155338
I00291772,H0037349,9,M,Some College,Unemployed,8136
I00291773,H0001034,66,M,Less than HS,Self-Employed,144942
I00291774,H0089432,70,M,Some College,Employed,141957
I00291775,H0052768,4,F,HS Diploma,Self-Employed,120429
I00291776,H0038416,67,F,HS Diploma,Unemployed,162917
I00291777,H0079637,75,M,Less than HS,Student,58226
I00291778,H0024804,27,M,Doctorate,Retired,473097
I00291779,H0047800,32,F,Doctorate,Self-Employed,448079
I00291780,H0043283,64,F,Masters,Self-Employed,256358
I00291781,H0016021,22,M,HS Diploma,Self-Employed,91147
I00291782,H0089682,43,M,Some College,Self-Employed,53318
I00291783,H0011154,71,M,Masters,Student,138796
I00291784,H0028654,15,F,Some College,Unemployed,179660
I00291785,H0005862,54,M,HS Diploma,Self-Employed,113003
I00291786,H0058401,61,F,HS Diploma,Student,98786
I00291787,H0041799,14,F,Less than HS,Student,150218
I00291788,H0099198,61,M,Masters,Employed,319754
I00291789,H0042044,28,F,Some College,Retired,182324
I00291790,H0031267,80,F,HS Diploma,Self-Employed,360270
I00291791,H0022499,18,M,Some College,Student,185690
I00291792,H0032710,42,F,Masters,Student,211570
I00291793,H0008814,2,M,Some College,Unemployed,91369
I00291794,H0096778,74,M,Masters,Employed,303390
I00291795,H0028514,76,F,HS Diploma,Self-Employed,313641
I00291796,H0005694,20,M,Less than HS,Retired,158345
I00291797,H0012386,61,F,Doctorate,Employed,229247
I00291798,H0063142,69,F,Doctorate,Student,81428
I00291799,H0054495,86,M,Bachelors,Employed,149348
I00291800,H0051041,35,M,Some College,Employed,67766
I00291801,H0070212,31,M,Bachelors,Student,487042
I00291802,H0076568,60,M,Bachelors,Student,396989
I00291803,H0048400,47,F,Bachelors,Student,486668
I00291804,H0023769,69,F,Less than HS,Retired,215757
I00291805,H0027608,88,M,Masters,Self-Employed,84781
I00291806,H0078653,84,F,Masters,Student,86862
I00291807,H0046622,48,M,Less than HS,Employed,31971
I00291808,H0006605,72,M,Less than HS,Student,436724
I00291809,H0073651,92,F,HS Diploma,Unemployed,12421
I00291810,H0075090,51,M,Masters,Employed,163285
I00291811,H0030197,67,M,Doctorate,Retired,251013
I00291812,H0029360,11,M,Doctorate,Employed,218903
I00291813,H0023476,12,M,Doctorate,Unemployed,16613
I00291814,H0004053,50,M,Bachelors,Unemployed,277768
I00291815,H0041058,96,F,Masters,Self-Employed,444010
I00291816,H0064430,0,M,Bachelors,Self-Employed,361300
I00291817,H0023963,13,M,Doctorate,Retired,368819
I00291818,H0005194,80,M,Doctorate,Self-Employed,407178
I00291819,H0005013,100,M,Doctorate,Retired,151647
I00291820,H0032927,73,M,Masters,Self-Employed,195280
I00291821,H0018010,8,M,Masters,Student,133493
I00291822,H0035489,88,M,Some College,Employed,12253
I00291823,H0035469,67,F,Less than HS,Employed,142241
I00291824,H0063257,58,M,Less than HS,Self-Employed,488519
I00291825,H0091618,27,M,HS Diploma,Unemployed,436923
I00291826,H0058844,62,M,Bachelors,Self-Employed,238156
I00291827,H0009905,87,F,Some College,Self-Employed,289445
I00291828,H0079296,40,F,Masters,Retired,98578
I00291829,H0027318,8,F,Some College,Retired,333375
I00291830,H0018101,52,M,Masters,Unemployed,257995
I00291831,H0022717,95,M,Bachelors,Self-Employed,488660
I00291832,H0060976,26,F,Masters,Retired,356108
I00291833,H0031883,75,F,Less than HS,Self-Employed,309087
I00291834,H0065300,33,F,Less than HS,Student,184382
I00291835,H0067148,14,M,Some College,Student,472000
I00291836,H0013447,80,M,Bachelors,Unemployed,374707
I00291837,H0067323,25,F,Less than HS,Self-Employed,1795
I00291838,H0035651,24,F,Less than HS,Retired,359643
I00291839,H0056602,10,M,Masters,Student,43585
I00291840,H0005572,26,F,Doctorate,Self-Employed,83497
I00291841,H0012271,26,F,Doctorate,Employed,496731
I00291842,H0086205,39,F,Bachelors,Student,360454
I00291843,H0016644,22,F,Doctorate,Self-Employed,398872
I00291844,H0044745,31,M,Less than HS,Self-Employed,276986
I00291845,H0045029,53,F,Bachelors,Employed,415132
I00291846,H0020538,34,M,Doctorate,Retired,381922
I00291847,H0098625,96,F,Masters,Employed,429100
I00291848,H0001826,81,F,Some College,Retired,332366
I00291849,H0007667,22,M,Bachelors,Employed,309697
I00291850,H0078410,32,M,Doctorate,Unemployed,145368
I00291851,H0072676,64,M,Masters,Student,336549
I00291852,H0047545,5,M,Bachelors,Self-Employed,450726
I00291853,H0019266,8,F,Less than HS,Retired,451992
I00291854,H0080654,60,M,HS Diploma,Unemployed,244359
I00291855,H0032693,6,F,Bachelors,Unemployed,354416
I00291856,H0045675,67,F,Doctorate,Student,454220
I00291857,H0030116,100,M,Doctorate,Employed,98198
I00291858,H0021653,79,M,Some College,Unemployed,282721
I00291859,H0005496,60,F,Bachelors,Retired,324644
I00291860,H0019972,74,M,Less than HS,Employed,261532
I00291861,H0033140,6,M,Masters,Student,488844
I00291862,H0090242,33,F,Some College,Student,181523
I00291863,H0005043,40,M,HS Diploma,Unemployed,59835
I00291864,H0027555,18,F,Some College,Retired,183125
I00291865,H0020828,42,F,Doctorate,Student,477064
I00291866,H0036799,56,M,Some College,Retired,95152
I00291867,H0090536,47,M,HS Diploma,Student,432596
I00291868,H0008816,38,M,Less than HS,Unemployed,495719
I00291869,H0044967,52,M,Some College,Student,65433
I00291870,H0046646,17,F,Some College,Unemployed,99737
I00291871,H0021831,76,F,Less than HS,Unemployed,415761
I00291872,H0029867,65,M,HS Diploma,Self-Employed,6000
I00291873,H0088662,86,M,Doctorate,Unemployed,245469
I00291874,H0005393,60,M,Bachelors,Unemployed,332621
I00291875,H0022870,27,F,Bachelors,Employed,410869
I00291876,H0045642,62,M,HS Diploma,Unemployed,434960
I00291877,H0038854,44,F,Masters,Retired,393213
I00291878,H0008751,58,M,Less than HS,Employed,473364
I00291879,H0064651,6,F,Bachelors,Unemployed,136925
I00291880,H0095127,43,F,Less than HS,Retired,322378
I00291881,H0020888,32,M,Doctorate,Employed,114861
I00291882,H0032819,45,M,Bachelors,Student,147828
I00291883,H0099056,30,M,Less than HS,Retired,405560
I00291884,H0034232,56,M,Less than HS,Retired,342532
I00291885,H0085127,8,M,Less than HS,Employed,419308
I00291886,H0086818,9,M,Masters,Student,356933
I00291887,H0049305,56,F,Some College,Unemployed,244058
I00291888,H0042675,77,F,Bachelors,Employed,279112
I00291889,H0068557,55,M,Masters,Employed,251237
I00291890,H0009809,49,M,Doctorate,Retired,315129
I00291891,H0049722,58,M,Doctorate,Student,93472
I00291892,H0085522,96,F,Some College,Unemployed,457726
I00291893,H0046044,86,M,Doctorate,Self-Employed,348952
I00291894,H0009987,15,F,Bachelors,Unemployed,285062
I00291895,H0024791,16,M,Masters,Self-Employed,497119
I00291896,H0030353,28,F,Bachelors,Retired,4673
I00291897,H0044754,46,M,HS Diploma,Unemployed,293270
I00291898,H0014376,1,F,Masters,Retired,375136
I00291899,H0026658,41,F,HS Diploma,Self-Employed,65759
I00291900,H0016274,30,M,HS Diploma,Self-Employed,102819
I00291901,H0050185,32,F,Doctorate,Retired,265006
I00291902,H0030913,69,F,Doctorate,Student,152328
I00291903,H0073162,50,F,Less than HS,Self-Employed,488728
I00291904,H0097384,90,M,Masters,Student,45310
I00291905,H0012993,19,F,HS Diploma,Retired,55818
I00291906,H0099065,28,F,Bachelors,Student,471750
I00291907,H0065913,63,M,Doctorate,Retired,267057
I00291908,H0027108,74,F,Less than HS,Self-Employed,408148
I00291909,H0085077,29,F,Bachelors,Self-Employed,158876
I00291910,H0092765,75,F,Bachelors,Unemployed,490478
I00291911,H0062868,74,M,Bachelors,Self-Employed,41634
I00291912,H0057871,45,F,Some College,Employed,268083
I00291913,H0045322,85,F,Some College,Employed,206863
I00291914,H0080827,4,M,Less than HS,Self-Employed,397421
I00291915,H0089446,44,M,Masters,Retired,386261
I00291916,H0032675,36,M,Masters,Employed,268387
I00291917,H0028903,29,M,Doctorate,Student,44498
I00291918,H0027542,95,M,Some College,Self-Employed,242001
I00291919,H0052572,23,M,Masters,Student,117393
I00291920,H0043263,69,M,Some College,Student,10910
I00291921,H0007391,64,M,HS Diploma,Retired,375132
I00291922,H0075463,78,F,Doctorate,Student,343204
I00291923,H0015674,73,M,Masters,Employed,97872
I00291924,H0011247,69,M,Doctorate,Student,278154
I00291925,H0088283,17,M,Bachelors,Unemployed,332795
I00291926,H0070961,89,M,Doctorate,Self-Employed,325637
I00291927,H0027834,91,M,Doctorate,Unemployed,382172
I00291928,H0044625,91,F,Doctorate,Self-Employed,471618
I00291929,H0029804,72,M,Doctorate,Employed,423832
I00291930,H0003778,50,M,HS Diploma,Student,108221
I00291931,H0069662,38,F,Bachelors,Student,274731
I00291932,H0096929,56,M,Doctorate,Self-Employed,498794
I00291933,H0042677,100,M,Masters,Retired,326771
I00291934,H0081975,24,F,Masters,Self-Employed,117623
I00291935,H0096281,40,F,HS Diploma,Unemployed,462602
I00291936,H0074670,46,F,HS Diploma,Self-Employed,100205
I00291937,H0095999,21,F,HS Diploma,Unemployed,182881
I00291938,H0019150,12,F,HS Diploma,Student,122815
I00291939,H0063267,79,F,Less than HS,Employed,344031
I00291940,H0074393,79,M,Some College,Unemployed,95186
I00291941,H0018626,70,M,Less than HS,Employed,486090
I00291942,H0014390,37,F,Some College,Unemployed,318947
I00291943,H0053257,13,F,Some College,Unemployed,322090
I00291944,H0085981,29,F,Doctorate,Self-Employed,304086
I00291945,H0099541,98,F,HS Diploma,Unemployed,314678
I00291946,H0010340,57,M,Less than HS,Employed,405083
I00291947,H0088369,19,F,Some College,Unemployed,473107
I00291948,H0040340,52,F,Masters,Unemployed,116832
I00291949,H0090494,94,M,Doctorate,Unemployed,355162
I00291950,H0039241,91,M,Bachelors,Student,150090
I00291951,H0037520,46,M,HS Diploma,Student,323629
I00291952,H0043535,91,M,Masters,Unemployed,301183
I00291953,H0062075,34,F,Bachelors,Student,76365
I00291954,H0065820,100,F,HS Diploma,Employed,365011
I00291955,H0097312,30,F,Doctorate,Unemployed,267516
I00291956,H0057144,86,M,Bachelors,Retired,289221
I00291957,H0095428,82,M,Less than HS,Self-Employed,254693
I00291958,H0039879,10,M,Some College,Self-Employed,399361
I00291959,H0044873,65,M,Doctorate,Student,228287
I00291960,H0002786,77,F,Bachelors,Employed,100375
I00291961,H0045028,64,F,HS Diploma,Employed,284094
I00291962,H0023997,88,F,Masters,Self-Employed,309517
I00291963,H0077518,100,F,Doctorate,Student,280480
I00291964,H0061344,53,M,Bachelors,Employed,341945
I00291965,H0040351,84,M,Masters,Student,415396
I00291966,H0041066,52,F,Bachelors,Employed,20179
I00291967,H0080594,77,F,Bachelors,Self-Employed,87416
I00291968,H0007364,88,F,Some College,Unemployed,172542
I00291969,H0046046,24,F,Less than HS,Student,384490
I00291970,H0078740,76,F,Bachelors,Student,148890
I00291971,H0040673,69,F,Doctorate,Self-Employed,284031
I00291972,H0001749,7,M,Some College,Retired,5199
I00291973,H0092428,54,F,Less than HS,Student,111012
I00291974,H0036648,12,F,Bachelors,Employed,435897
I00291975,H0026649,18,F,Less than HS,Unemployed,390752
I00291976,H0042114,71,M,Less than HS,Unemployed,273576
I00291977,H0065343,55,F,Bachelors,Employed,287059
I00291978,H0023045,74,M,Masters,Self-Employed,228619
I00291979,H0039856,23,F,Less than HS,Unemployed,410093
I00291980,H0015641,9,F,HS Diploma,Unemployed,199829
I00291981,H0042940,14,M,Masters,Employed,33479
I00291982,H0085728,91,M,Some College,Unemployed,488131
I00291983,H0054798,47,M,HS Diploma,Employed,413733
I00291984,H0073801,79,F,HS Diploma,Unemployed,222611
I00291985,H0031265,23,M,Less than HS,Retired,356195
I00291986,H0059739,57,M,Bachelors,Student,190341
I00291987,H0020401,10,M,HS Diploma,Student,195644
I00291988,H0044193,41,M,Less than HS,Unemployed,65755
I00291989,H0014659,67,M,Doctorate,Student,424095
I00291990,H0098657,4,M,HS Diploma,Employed,272304
I00291991,H0092645,15,F,Bachelors,Student,459529
I00291992,H0007905,76,M,Some College,Self-Employed,288976
I00291993,H0069872,83,F,Bachelors,Retired,211188
I00291994,H0006463,45,F,Masters,Retired,340510
I00291995,H0080580,83,M,Some College,Unemployed,156017
I00291996,H0030824,15,F,Some College,Retired,125936
I00291997,H0005273,0,F,Bachelors,Student,173974
I00291998,H0048542,67,F,Bachelors,Unemployed,56782
I00291999,H0013626,18,M,Doctorate,Employed,475236
I00292000,H0041000,87,F,HS Diploma,Employed,37671
I00292001,H0036017,55,M,Bachelors,Employed,356665
I00292002,H0073572,45,M,Doctorate,Employed,145040
I00292003,H0063194,87,M,Some College,Unemployed,294028
I00292004,H0086122,84,F,Less than HS,Student,283907
I00292005,H0085019,32,M,Bachelors,Unemployed,446680
I00292006,H0015956,80,M,HS Diploma,Self-Employed,355031
I00292007,H0036090,22,M,Doctorate,Self-Employed,37156
I00292008,H0046979,20,F,HS Diploma,Unemployed,251721
I00292009,H0051081,25,M,HS Diploma,Employed,218517
I00292010,H0058392,38,F,Doctorate,Employed,47985
I00292011,H0062984,58,M,Some College,Retired,102454
I00292012,H0068980,87,F,Some College,Self-Employed,338193
I00292013,H0054268,62,F,Masters,Unemployed,210271
I00292014,H0017427,53,F,HS Diploma,Self-Employed,138860
I00292015,H0026741,22,M,Masters,Self-Employed,215103
I00292016,H0033551,77,M,Bachelors,Retired,240718
I00292017,H0076295,30,F,Less than HS,Employed,249348
I00292018,H0039647,46,M,HS Diploma,Unemployed,237446
I00292019,H0004671,6,F,Masters,Retired,58755
I00292020,H0050900,9,M,Bachelors,Unemployed,406873
I00292021,H0003094,6,M,HS Diploma,Retired,143087
I00292022,H0080839,98,M,Some College,Self-Employed,416643
I00292023,H0013131,24,M,Masters,Retired,323715
I00292024,H0057643,66,F,Bachelors,Employed,85007
I00292025,H0020677,61,M,Less than HS,Self-Employed,305595
I00292026,H0082841,55,M,HS Diploma,Unemployed,102898
I00292027,H0012973,62,M,Bachelors,Retired,270674
I00292028,H0081557,54,M,Bachelors,Retired,191284
I00292029,H0078527,14,F,Masters,Student,95494
I00292030,H0042864,74,F,Bachelors,Unemployed,286797
I00292031,H0069298,20,F,Masters,Unemployed,111833
I00292032,H0071521,88,M,Less than HS,Unemployed,231435
I00292033,H0075008,93,F,Less than HS,Student,381343
I00292034,H0037917,21,M,Doctorate,Unemployed,150358
I00292035,H0000174,98,M,Masters,Retired,240680
I00292036,H0086975,55,F,HS Diploma,Employed,94838
I00292037,H0080933,95,F,HS Diploma,Retired,383387
I00292038,H0075391,9,F,Less than HS,Student,488035
I00292039,H0063501,63,F,Doctorate,Unemployed,390522
I00292040,H0092048,2,M,Less than HS,Self-Employed,276474
I00292041,H0057581,85,F,Some College,Student,302906
I00292042,H0005315,81,M,Less than HS,Retired,239323
I00292043,H0096650,58,M,Some College,Employed,59854
I00292044,H0049276,83,M,Less than HS,Self-Employed,124174
I00292045,H0054588,39,M,Doctorate,Retired,127348
I00292046,H0024387,20,M,Some College,Student,300668
I00292047,H0072482,50,F,Bachelors,Self-Employed,149900
I00292048,H0058059,15,F,Less than HS,Employed,237390
I00292049,H0052039,33,M,Masters,Retired,205453
I00292050,H0008442,17,M,Bachelors,Retired,177716
I00292051,H0077182,58,M,Doctorate,Employed,496034
I00292052,H0053423,50,F,Less than HS,Self-Employed,335987
I00292053,H0009326,90,M,Bachelors,Retired,300611
I00292054,H0011507,55,M,Some College,Employed,33553
I00292055,H0075356,66,M,Less than HS,Unemployed,100332
I00292056,H0001215,87,F,Bachelors,Student,297360
I00292057,H0099429,80,F,Bachelors,Employed,91930
I00292058,H0042438,90,M,Masters,Employed,252631
I00292059,H0059243,89,F,HS Diploma,Retired,143149
I00292060,H0032484,53,M,Less than HS,Employed,465201
I00292061,H0095255,76,F,Doctorate,Student,103449
I00292062,H0038551,85,M,Masters,Employed,299671
I00292063,H0072980,33,F,Some College,Student,453471
I00292064,H0041909,54,F,Less than HS,Retired,50492
I00292065,H0091966,86,M,Less than HS,Self-Employed,151440
I00292066,H0077914,14,F,HS Diploma,Retired,152312
I00292067,H0052694,44,M,Bachelors,Self-Employed,174483
I00292068,H0038089,36,M,Masters,Unemployed,343181
I00292069,H0006623,92,M,Less than HS,Retired,476514
I00292070,H0024738,28,F,HS Diploma,Self-Employed,340334
I00292071,H0002597,73,F,Masters,Retired,435301
I00292072,H0035096,92,F,Less than HS,Employed,100083
I00292073,H0064083,2,F,Less than HS,Self-Employed,172044
I00292074,H0095782,94,F,Doctorate,Self-Employed,448884
I00292075,H0053801,29,M,HS Diploma,Retired,133229
I00292076,H0063289,20,M,HS Diploma,Unemployed,489363
I00292077,H0001988,44,F,Doctorate,Employed,391084
I00292078,H0034242,24,F,Some College,Retired,163658
I00292079,H0027347,11,M,Bachelors,Employed,306872
I00292080,H0083881,50,M,Bachelors,Retired,275665
